r_mopac_Alpha_LUMO_Energy,r_mopac_Alpha_SOMO_Energy,r_mopac_Beta_LUMO_Energy,r_mopac_Beta_SOMO_Energy,r_mopac_Dipole,r_mopac_Dipole_X,r_mopac_Dipole_Y,r_mopac_Dipole_Z,r_mopac_Ionization_Energy,r_mopac_MOPAC_Heat_of_Formation,r_mopac_MOPAC_Total_Energy_EV,i_desc_Chirality_count,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,FEBo
-4.013,-9.607,-4.013,-9.765,39.4569228646066,9.51866988415555,-29.9443630803333,23.8658501900343,9.60705912654701,-223.423814500595,-7565.4729,0,0.96186718091801,5074.6113886994,7308.05854518267,11461.9595846647,0.442735062117029,0.637592419620842,4.39385413348789,0.000125643595299,0.896652477146096,0.221755635945163,0.14832566880423,-8.6
-2.431,-10.583,-2.423,-11.116,7.23124696403495,-2.6133095198416,-1.63624176415479,6.54096773402878,10.5826422803715,-279.434648906463,-7567.4262,1,1.2269971705195,4698.49593727907,8202.53033759646,10717.8241448437,0.438381510443004,0.765316749626152,4.37300247885201,0.00016288547651,0.898788991533447,0.196602178838431,0.271048899738181,-8.2
-3.794,-10.202,-3.794,-10.633,36.3223799073575,10.954320225309,31.6549485444991,14.0457247296431,10.2020947434687,-255.918735598039,-7566.7363,1,0.974965953246884,4383.60708539329,11508.7352506484,14823.925544086,0.295711623237485,0.776362186684069,4.98694488961974,0.000177105787896,0.955277256026883,0.361971718194835,0.141092798011586,-8.6
-2.4,-10.029,-2.401,-10.092,24.2052576439721,7.44794370190999,21.7986693447728,-7.43240519761369,10.0291221988122,-248.735737105657,-7566.4357,2,0.931544959388918,5435.95139519816,6706.26395077111,11010.8706016631,0.493689517555232,0.609058465345889,4.32966991213236,0.000112042662097,0.869638235277223,0.191107494075001,0.160528142019506,-9.3
-3.924,-9.531,-3.924,-9.913,32.7021978495903,-15.0977489702725,27.6181630198097,8.87292463822363,9.53080783319692,-226.327048599749,-7565.4338,1,0.867013587827556,4510.18958338274,9674.85206349791,13284.9135336785,0.339497097361528,0.728258564797672,4.71605999248864,0.000161469612604,0.940607102292502,0.309309049522196,0.113955467418565,-9.2
-3.725,-9.81,-3.725,-9.807,26.6203536936725,-16.960416763215,-17.1168410552744,-11.3137635772871,9.8072594574863,-232.180987301748,-7565.583,1,1.18742845650824,4129.38466462014,16018.6848755715,18223.7243473211,0.226593894086593,0.87900171064244,5.57386437552757,0.000212865059091,0.97398932600038,0.468445181201954,0.166291596161203,-9.8
-2.586,-10.309,-2.586,-10.13,21.6692057816148,0.254346552752939,-21.6674873997864,0.098877789059857,10.1303115534221,-234.306127072225,-7565.5384,0,1.15530338632482,5578.02249703588,8169.09754341273,12102.4890844213,0.460898783558176,0.674993175901993,4.57859329304054,0.000121009403648,0.887452709339824,0.193815268055394,0.221663872880201,-8.8
-2.489,-10.738,-2.504,-11.166,8.11786371430702,-4.16060302994664,0.946509347414162,-6.90602735054814,10.7382199778787,-283.727295357792,-7567.4941,2,0.864230722907933,5232.14513909528,7808.03821356163,12120.4067265026,0.431680657024043,0.644205956924572,4.51347204319518,0.000123124634313,0.90202650202269,0.229616261984062,0.116771172056403,-9
-3.96,-9.804,-3.96,-10.346,43.1633431346222,-4.11262619632595,39.6208983289531,-16.6236251140714,9.80350686593838,-242.998663942795,-7566.4727,1,0.951772260960695,4188.66068077257,15234.6364235413,18539.6765615314,0.225929544502614,0.821731510416538,5.54409237071173,0.000196180013862,0.974143644911181,0.470290726095257,0.103268803581958,-8.9
-4.012,-9.937,-4.012,-9.844,34.3499016352075,11.85757598532,-30.0111857781556,-11.7746491365912,9.8437605793845,-203.719503074768,-7564.6748,2,1.15861319749178,5700.44911240513,7674.7975020786,11346.9216549359,0.502378467548987,0.676377059388618,4.47397573876892,0.000118653293109,0.86464783313389,0.161211910796492,0.242037385989296,-9.1
-3.844,-9.537,-3.844,-9.955,28.8863834773375,-11.7583453370266,19.9167082089339,17.3057562520454,9.53711154805068,-229.037972031278,-7565.7194,0,0.941791474305957,5516.34165712024,7545.85015474959,11872.2626280313,0.464641141284705,0.635586525599025,4.4931434144907,0.000115218847038,0.885499073870575,0.203415580043093,0.152222829860626,-9.2
-4.059,-10.532,-4.061,-11.535,7.30901316532347,-4.98545118706712,2.33492144007194,-4.80781569748002,10.5323779006882,-214.204747646028,-7565.0633,1,0.897910639584964,4861.67630546453,7808.31626484901,11678.3144133276,0.416299487528462,0.668616718859526,4.44001799224407,0.000137528020553,0.909227549452578,0.236576889370978,0.136238709230331,-8.7
-2.354,-10.175,-2.354,-10.397,20.4204788724866,12.2379675891439,-0.208414233635973,-16.345784477227,10.1749497664061,-253.591359931393,-7566.4504,0,1.18948106090665,5044.14540530435,6457.99872697202,9588.62845829557,0.526054943858047,0.673505992547339,4.13234516678249,0.00013352231913,0.850450584127324,0.145911153820597,0.252850833982495,-9.3
-3.95,-9.913,-3.95,-10.177,35.066271941554,-1.96882316737178,19.4554103828196,29.1076307873161,9.91302591762454,-224.834623911913,-7565.439,1,1.22993919825316,5767.39822446587,7005.08606827319,10543.9166308903,0.546988223291642,0.664372292905896,4.34491318034412,0.000115194454596,0.837140301013069,0.13563878348397,0.281437813297968,-9
-3.332,-10.229,-3.281,-11.292,13.6507573058933,1.00980371782267,3.3047729568199,-13.2061329381369,10.2287788310278,-246.161824957992,-7565.8541,1,1.23755822630276,4957.43722630113,9518.09788330671,12390.0970007345,0.400112866429316,0.768202047388531,4.663896212498,0.000154959510796,0.91646587176922,0.233573986563464,0.235326102971367,-10.1
-3.874,-10.444,-3.874,-8.823,36.9863384722271,6.30456262733414,36.2545049807989,3.72190707264361,8.82269618309058,-199.711856515467,-7564.3009,2,0.853094326711963,5244.13109196447,11830.973950803,16219.8055307117,0.32331652078287,0.729415277415095,5.19205485283123,0.00013909173219,0.946290878846911,0.330365962938184,0.097861628594133,-10
-3.968,-9.679,-3.968,-9.868,36.9303101678718,10.8217124921806,-30.859334509669,-17.1592488603711,9.67910891447943,-217.903825140587,-7565.2874,1,1.48869729843837,4852.58344512422,8607.05512830493,10127.4719904274,0.479150517494489,0.84987202496738,4.37006319248025,0.000175138054725,0.877732750662047,0.159007935022809,0.403893135409405,-8.9
-2.65,-11.03,-2.642,-11.074,15.5013708768557,-7.03073326718127,10.6332971364369,8.82010662043411,11.0301631182416,-267.67685276203,-7566.8584,0,1.04705586896645,5696.50873245862,6675.63477853388,11015.4651646915,0.517137374345113,0.606023865422558,4.35154275501223,0.000106385137614,0.855902410357304,0.175816637035305,0.198516980110536,-8.6
-4.05,-9.459,-4.05,-9.611,36.9529751220896,-13.747457880026,-33.0861979999232,-9.04617455726785,9.45917495703694,-214.204285535437,-7565.0811,1,0.966379894576986,5672.92625423736,8031.06445494216,12323.0188742897,0.460351989403597,0.651712420216921,4.59052631857913,0.00011488117261,0.887736473201451,0.201372583386537,0.148898645603756,-7.4
-2.804,-11.173,-2.84,-11.208,15.1540694134928,8.96029973916312,8.4413146658994,8.83759328576418,11.1728282855816,-273.061020484456,-7567.0833,2,0.873752776507341,5342.30930893665,7110.77155800589,11607.4363146918,0.460248858068234,0.612604830664082,4.41370014268977,0.000114670415964,0.887789946241163,0.216266544572136,0.135167323413002,-8.6
-2.77,-11.201,-2.737,-11.359,13.223801327972,3.22006875815792,-8.12468268239905,-9.92419316945892,11.2006860735981,-262.317759146303,-7566.7986,2,1.19771972492497,5106.9632689964,6791.74014296559,10295.9084095494,0.496018715964849,0.659654289141331,4.23910449836691,0.000129167619659,0.868311829593829,0.170697329550597,0.261589031983953,-8.9
-2.737,-9.79,-2.737,-9.921,28.9584018676954,-1.33722998159179,28.6637484073381,3.89748405360412,9.7895484967596,-239.564783659502,-7565.9919,0,1.13673570658435,4498.4470746742,8645.64668197983,11256.7823391964,0.399621040820029,0.768038896148452,4.4448085092086,0.000170734229702,0.916680437084766,0.234101670017556,0.22463647285214,-9
-3.961,-9.557,-3.961,-9.792,38.3969180961522,-9.90653547571896,-34.2008430632939,-14.3696279670311,9.55713538771066,-229.386917604192,-7565.7074,2,1.21742077574099,5101.58869352286,8158.75322908346,11536.1327907788,0.442226939135161,0.707234684018638,4.48069432012989,0.000138630282938,0.896903191154512,0.20217865530573,0.239052235675897,-9.7
-3.877,-10.097,-3.877,-10.167,28.7784087412988,-18.6855282034382,-21.6152204222357,3.43949001131577,10.0969783280731,-227.151460105961,-7565.344,2,1.42331337143829,5605.97558510254,6823.08383274356,9896.58607266667,0.566455497273515,0.689438133781123,4.2515996027014,0.00012298272144,0.82409233075464,0.117717011989371,0.376242517566778,-9
-3.829,-10.284,-3.829,-10.353,36.7504506621817,8.89320484643371,28.6758648532869,-21.1943696851037,10.2843509792464,-232.69660580522,-7565.9999,2,1.12211246329822,4887.50586763697,14248.7804288374,16974.0575295894,0.287939749180006,0.83944457028019,5.40712186120826,0.000171753158567,0.957648526779087,0.369867013221715,0.154638621852197,-9.7
-4.109,-9.72,-4.109,-9.626,43.1302823741345,-5.12397677640809,31.4794262337711,29.0346662398585,9.62596266580174,-203.040140493657,-7564.5246,1,1.06145707004107,4675.34500160596,8278.29883055003,11358.8034973284,0.411605412727284,0.728800250175744,4.43674720680539,0.000155881598027,0.911362158646936,0.227169547880181,0.197504604411834,-8.5
-2.477,-10.893,-2.486,-11.025,12.9290657457887,6.89881178688176,8.00960817632357,7.44401194584471,10.8925959369502,-258.220622129098,-7566.6882,2,1.2212189929284,3579.61518926968,18831.1975422717,20341.9196924977,0.175972339060501,0.925733550566361,5.88345293988315,0.000258612588678,0.984395111672938,0.564469843825669,0.169087485089105,-8.8
-2.67,-9.985,-2.67,-9.824,25.6130951828516,-3.57566423296682,24.880060832535,4.92217869527868,9.82364555852817,-245.234572620393,-7566.4207,2,1.10514624675166,2230.14147234171,29580.9873388026,30447.7033613195,0.073244981596046,0.971534272643434,7.09987709382283,0.000435637956019,0.99731397898104,0.797206459429483,0.085273569479159,-8.8
-2.692,-9.811,-2.692,-10.031,29.7748588051453,3.01092189380238,29.6205668120255,0.313987181417455,9.81090675999923,-235.649989854835,-7565.9289,3,1.02172665682276,4931.98897973628,7955.85760056015,11681.4743374663,0.422206036434783,0.681066222526646,4.46012388754192,0.000138091594552,0.906499896744634,0.227215705258398,0.165223247922895,-8.8
-3.567,-11.551,-4.338,-10.686,8.14819042545287,-1.81554896793376,1.02621411293992,7.87678067162463,10.6856174125948,-209.515667897213,-7564.8561,2,1.01589403791085,4790.01058158481,7946.2053652516,11519.4206989339,0.415820439827161,0.689809459427678,4.43156052085351,0.000144010007427,0.909446733911308,0.231209391810877,0.18571922477089,-8.9
-4.152,-9.428,-4.152,-9.651,40.9260996811022,7.01472860307292,33.2125109721144,-22.8619407019597,9.42792068144301,-219.194756414276,-7565.2085,2,1.12544108094673,5017.21465214322,8210.11267397998,11579.7557390268,0.433274653215171,0.709005687081098,4.48165267609184,0.000141314601076,0.901261934667871,0.20999981738311,0.225508753296899,-8.8
-2.395,-10.075,-2.395,-10.029,22.7552650166815,3.02503197453176,22.5071587885169,-1.44189833239216,10.0287721439143,-256.908361383918,-7566.5756,0,0.89704275661226,5101.29464777547,8596.88125606033,12849.7750749251,0.3969948592898,0.669029707207574,4.6362393549334,0.000131149003028,0.91782083311367,0.256373405013162,0.12221677024211,-9.2
-2.534,-9.988,-2.534,-10.136,21.5577224313102,0.921317130880673,-21.5376177074211,-0.132644859475479,9.98782983279368,-229.572088838351,-7565.5726,0,0.931852564318107,4763.07448735363,8417.19383144861,12163.6627436635,0.391582255092933,0.691995002560677,4.52988665024678,0.000145283262816,0.920143107074293,0.255816365112146,0.13344913295931,-8.3
-3.913,-9.519,-3.913,-9.719,37.9294286428328,15.6976026846497,-29.6662007496631,-17.6675793533611,9.51855684652482,-224.331122282078,-7565.6727,2,1.09500899123955,4926.57549708829,8838.32658644536,12323.2874984823,0.399777697119786,0.717205257731258,4.59591847750695,0.000145578862671,0.916612127830306,0.241430695996842,0.200606107561208,-7.8
-3.742,-9.842,-3.742,-9.681,31.6342893785402,-7.75460635305383,-25.8266960529884,16.5401365103483,9.68053356596285,-220.355179402453,-7565.5392,3,1.04136395750057,5530.32978080143,6563.14576676111,10827.3277532574,0.51077513370163,0.606164874318742,4.3078965218773,0.000109607364903,0.859714349532496,0.180096901488024,0.19136286127979,-9.6
-3.875,-9.393,-3.875,-9.582,34.0543405156184,-8.39002889910793,-30.9456028218654,11.4749810029115,9.39252302873695,-221.216040901985,-7565.4773,2,1.60767803371203,4917.20105000147,7594.83674432484,8855.18036878007,0.555290896991507,0.857671603291254,4.15933918701209,0.000174422724345,0.831656190813468,0.106299219108938,0.496922116878735,-9
-2.12,-10.809,-2.174,-10.601,9.88027906226423,1.80814560617649,9.65536202989201,1.06042816201817,10.6008678245302,-243.604086099076,-7565.856,2,1.00200390501992,4666.03854941429,8401.44657601207,11795.9359821708,0.395563230969283,0.712232296674941,4.48673881112518,0.000152641751484,0.918438746082254,0.246886247774401,0.175176802848029,-7.8
-4.015,-10.49,-4.015,-10.466,41.9243738351619,8.59253214005921,-31.6468800152146,-26.1208058488834,10.4663881520735,-238.685463734844,-7565.9938,2,1.13910411517916,4491.56687557274,7153.9313130106,9729.76811976931,0.461631440778799,0.735262261643725,4.16012243858199,0.000163698389006,0.887071819462488,0.180178117184215,0.237412886313958,-8.4
-3.613,-11.578,-4.291,-10.624,7.68172884658807,3.80920380244451,-1.36261202082126,-6.53010053097645,10.6239902067323,-210.181197849102,-7564.9408,1,0,0,0,0,0,0,0,0,0,0,0,-9.9
-3.745,-11.793,-3.827,-10.762,6.33959755412455,-0.102916452648021,0.13830734225427,6.33725306667762,10.7621702888146,-215.572624914144,-7565.0241,2,1.07915519643195,5832.01524958338,7603.07755026517,11875.4399279382,0.491098880123419,0.640235443604759,4.52690091481051,0.000109779452934,0.871103834190576,0.180801244252485,0.196596564711661,-7.7
-2.257,-10.342,-2.259,-10.201,21.7169570809312,4.66917144602377,20.9279291797683,3.44192433229539,10.201342231658,-250.904492490285,-7566.3093,1,1.43496845826563,4870.85884076992,7762.47794810861,9914.16335610179,0.491303064698051,0.78296853393394,4.27267190373581,0.000160745478268,0.870988690292993,0.151167999058613,0.367584543200804,-9.4
-4,-10.579,-4.11,-11.585,6.09199340307215,1.63052609906778,0.36574794544601,-5.85832712501917,10.5790097935149,-202.94326336027,-7564.5816,2,1.22125897425691,5013.25348418993,8640.6919328831,11572.4646793026,0.433205338976421,0.74665960729498,4.51937180095901,0.000148937134268,0.901295253666813,0.203581793105877,0.241088975677253,-9.5
-2.867,-10.941,-2.872,-11.245,14.6174072692546,-4.16188860796907,-6.08237979768296,12.6234676094507,10.9407686248892,-255.048301413975,-7566.4216,2,0.854165756256919,5559.28312177106,10777.202698934,15519.3105285947,0.358217145763528,0.694438240608482,5.07860667100536,0.000124915070054,0.933638300671642,0.293491577371005,0.094213082683904,-8.6
-4.052,-9.556,-4.052,-9.697,42.5789905704657,10.7800597587367,34.3885010799539,22.6757964153827,9.55622279532059,-227.957545944228,-7565.5721,2,0.965092570957701,1996.13720711403,31397.2443408415,32376.1373227024,0.061654581805666,0.969764985485947,7.29730801708718,0.000485820805318,0.998097546606727,0.826851995845112,0.060183910562803,-9
-4.071,-9.27,-4.071,-9.533,41.1889719570661,-2.24490644715804,-35.7031507697961,-20.4151128096979,9.26997666084342,-207.706847860012,-7564.9989,1,0.937006604557588,5094.53083330432,11814.1946646903,15841.4758879687,0.321594456812796,0.745776135269249,5.15361610888836,0.000146387598715,0.94687750282034,0.329803678341384,0.122762090429409,-8.9
-3.97,-9.553,-3.97,-9.711,33.9602249843225,-18.0226288425843,-23.5318879751844,16.5750408419293,9.55267183790577,-221.89376622031,-7565.4325,2,0.839100695504107,5594.19151958134,12455.6957181589,16947.2554070168,0.330094247429889,0.734968313099347,5.32312469226114,0.000131380613361,0.943947979400186,0.320291327582043,0.087419598275357,-9.7
-4.159,-10.232,-4.159,-10.245,42.5904640528357,-6.00200626731472,-40.3125455895563,-12.362128339932,10.2316722289892,-200.100669739448,-7564.6757,2,1.3095321624361,6055.13650042014,6996.14608456299,10641.1403622416,0.569030789397894,0.657462061997386,4.37980811672417,0.000108579230535,0.822316216985418,0.125426601036657,0.306265454062021,-9.3
-3.449,-11.52,-3.272,-11.52,10.0046257581344,1.91742264500745,8.04799760116892,-5.625456565677,11.519824102437,-283.288133852009,-7567.5003,3,0.80598656826505,5877.0179415123,13709.3247319189,18785.2194563041,0.31285330230944,0.72979316338613,5.56930410043148,0.000124177460516,0.949801458850258,0.344655534721186,0.075609224657401,-9.1
-4.066,-9.474,-4.066,-9.807,38.9027464739196,4.06278111134989,33.5205527092589,-19.3207152797488,9.47426292151126,-222.416742417205,-7565.3089,3,0.984793956514781,4620.20360938607,8047.69727748477,11498.3452040824,0.401814654837959,0.699900475646487,4.41978139248562,0.000151486933222,0.915721018191377,0.243022638629919,0.158865211569095,-9.2
-4.092,-9.457,-4.092,-9.56,41.5473765925481,5.79422887051307,37.2842179258728,17.3924842151762,9.45683163783584,-223.806582139572,-7565.4801,3,0.998685515138791,2864.51915307424,22531.9879323141,23953.3211477183,0.119587556790516,0.940662373846242,6.32110738545801,0.000328384040594,0.992823658189547,0.684540681129597,0.085751968816734,-9.1
-3.862,-10.494,-3.862,-10.49,35.010540994013,-3.55673137861863,27.6321580225387,21.2026292145872,10.4899353621956,-207.706220616441,-7564.7048,2,0.970574925050156,5282.13384869562,9680.26498754084,13649.8106885201,0.386974879669068,0.70918675785608,4.81704580345167,0.000134261413696,0.922090257244436,0.2568075990928,0.138165815133772,-9.5
-2.739,-11.167,-2.731,-11.293,15.5841377147071,3.02079830484827,10.5805298695051,11.0359645519951,11.1673425583114,-279.434677342477,-7567.3588,2,1.11299993518961,5007.0423631514,7772.44694096828,10959.5727276373,0.456864741681479,0.70919251453737,4.38411687426645,0.000141639008241,0.889536175660279,0.188939778331844,0.21620308797612,-7.9
-3.919,-9.572,-3.919,-9.961,32.6157983768758,10.9286891759961,-21.8543342366065,-21.6042156008998,9.57163770556861,-226.760553891392,-7565.599,3,1.36251675864456,4651.0535416762,18239.0593926634,20233.4915400982,0.22986905312209,0.901429165426924,5.90891676893911,0.000193811822923,0.973221566970622,0.46398530427954,0.200392478144119,-9.4
-3.971,-9.607,-3.971,-9.961,39.3002021684387,-1.77247234549232,-29.4429884000553,25.9706500946517,9.60696197612792,-222.011448936944,-7565.3872,1,1.06203046937491,4269.75681808788,19625.8860783661,22407.9558069727,0.190546467284591,0.875844554828118,6.12290778103876,0.000205127503074,0.981678177309327,0.534084581053281,0.103667602908878,-8.7
-2.99,-11.55,-2.959,-11.35,12.969527272948,4.59888388598752,5.46513109870113,-10.8254906013981,11.3503437960767,-277.346140108129,-7567.0896,1,1.22174151765792,4607.18830940905,8258.96098499586,11029.9145691862,0.417699364805595,0.748778327628082,4.39859048867747,0.00016252392508,0.908585296293641,0.21808285643129,0.26574472392047,-9.3
-3.908,-9.486,-3.908,-9.789,36.1368779080086,-2.23940657507822,19.7745571625495,-30.1633203105176,9.48648993778168,-217.091251465201,-7565.384,1,1.26380305452245,7008.12518006919,15884.3463421888,20512.5284727556,0.341650966597183,0.77437290889254,5.92816422123867,0.000110496443627,0.939826908011901,0.299975771217218,0.186792926670956,-9.1
-2.664,-10.997,-2.652,-11.093,12.0255581553149,2.94617932491634,-5.95386852375749,-10.0242469010947,10.9965661262147,-259.806701172347,-7566.6207,2,1.1686306072699,5525.47412642256,7079.80718396045,10226.4344870015,0.54031286597942,0.69230455570408,4.29951650609188,0.000125293239976,0.841464204144838,0.132043295504145,0.249751791242767,-9.5
-3.771,-9.146,-3.771,-9.008,35.1898894607111,-5.34632778661068,29.1227190354403,19.0161072630017,9.0079283159322,-218.278386416758,-7565.6805,0,1.04172364326041,5240.10653174889,7514.77406878981,11568.6525847966,0.452957377130972,0.649580753999448,4.4377586133043,0.000123963272514,0.89153217244395,0.20843464299188,0.191572717214619,-10.1
-4.123,-9.638,-4.123,-9.473,44.0721651780219,6.47090666794465,-33.4525587662759,-27.953701407192,9.4731000664159,-227.413826909178,-7565.5911,0,0.943633299986007,4823.08855930186,8581.25089564508,12109.4244559114,0.398292138231838,0.708642341086329,4.54503897641549,0.000146927084662,0.917258618178488,0.244756803555001,0.14479230980704,-10.1
-2.403,-10.475,-2.388,-10.894,10.2672305353936,5.83142147102887,-3.70846898043653,7.59327362310103,10.4752878399857,-275.618555242894,-7567.3738,0,1.00036892649977,4859.14426700595,8242.40894232706,11670.6038589061,0.416357570332388,0.706253853011818,4.47849669601558,0.000145345314772,0.909200953379896,0.226819439365275,0.16885642152489,-9.8
-3.864,-10.007,-3.864,-10.06,32.248430926392,18.86108717598,-24.1741778000874,9.99148714877409,10.0073187659047,-225.897306694445,-7565.3291,2,1.08254667732502,5859.94723296615,7080.15788056105,11307.5965808166,0.518231013202893,0.626141711897697,4.4308355946363,0.000106851083637,0.85524067779468,0.166806527353293,0.214252229338302,-8.9
-3.804,-10.667,-3.804,-9.026,35.8130894708264,3.07743856315298,22.3893065452032,-27.7817512363845,9.02573151795323,-194.722460944205,-7564.0635,3,1.62063279363027,6751.35750766585,20525.4871060075,23673.1890404002,0.285190030635252,0.867035154029273,6.42277315140516,0.000128423824845,0.958470994045341,0.374422701983959,0.258448790472505,-9.5
-4.073,-9.805,-4.073,-9.619,41.1865916698242,17.1321848337763,26.0328551186028,-26.9279414469802,9.61892143326293,-223.338869406434,-7565.4196,3,1.26070283421937,5475.03520710539,7677.8581910679,10659.9550899665,0.513607717940453,0.720252395649826,4.39092500908007,0.000131552103029,0.858025123217263,0.143298120431869,0.272198302533541,-8.8
-3.968,-9.562,-3.967,-9.836,39.1282316989036,-12.1667559902612,29.3832939590115,-22.7949687579266,9.5622934650547,-217.21556270172,-7565.2342,1,1.01619925519064,4575.85649325503,8701.78805917745,11865.204506636,0.385653402829747,0.733387111390341,4.51188051219118,0.00016027318874,0.922643730204588,0.253621699693589,0.175814191129065,-9.5
-3.788,-9.942,-3.788,-9.94,28.9687316477943,-14.5128874538464,-25.0711179724635,-0.050543493350669,9.93956988381377,-227.434762945137,-7565.4453,1,1.11531931898906,5688.64470869439,7258.54667688124,11125.7239528633,0.511305577308553,0.652411178601385,4.41483716519142,0.0001146865751,0.859398979876732,0.162143424055369,0.218438330608875,-9
-2.295,-10.671,-2.311,-10.667,3.80731899742668,1.28606480247812,-3.00149603259422,1.95773768373451,10.6668279079267,-266.501894400309,-7566.9583,2,1.04564623857076,4826.70793000492,7804.21230108473,11199.5716928778,0.430972546304997,0.696831317759026,4.39255137181874,0.000144369895147,0.902365039400013,0.214855476465473,0.190855102912135,-9
-2.669,-10.106,-2.669,-10.397,27.0697653324962,-9.25672284656835,-24.8851525372939,-5.27394164679978,10.1060049245917,-235.548451841285,-7565.6817,3,1.04798561195413,1526.54735845857,41459.8275355689,41714.0055593519,0.036595559165052,0.993906650287484,8.2811952852077,0.000651081438634,0.999330158180667,0.894812982257704,0.060319843075063,-9.4
-2.626,-10.874,-2.635,-10.726,8.3215689614043,-2.99867878349601,7.67414006182411,1.16790832017097,10.7259092523125,-273.356249572011,-7567.1418,2,0.881390610137669,5346.9828805452,7806.90503214781,12188.7335157661,0.438682400729238,0.640501740566367,4.52976960900661,0.000119787505379,0.898642170883624,0.224402840947727,0.12791726556713,-9.2
-3.921,-9.667,-3.921,-9.675,37.6806643753993,-14.4230323357673,-27.9837470097177,20.7055188128433,9.66667852436288,-214.876794438373,-7565.298,2,1.05489130187111,5534.05518763512,7146.93205291596,10849.2180188849,0.510087932420767,0.658750892504466,4.3647884907419,0.000119035837224,0.86012225944845,0.160959430875963,0.203921012558083,-9.6
-2.698,-11.309,-2.857,-11.441,14.7653050419159,2.91219112611697,-5.47266901925792,13.4008682417017,11.3092827007524,-257.37144109502,-7566.4829,2,1.3090922821461,2800.85747013464,22321.3981161045,22938.7940396152,0.122101339124349,0.973085074897817,6.23802299446907,0.000347423989001,0.992517638626156,0.681398564403016,0.150983056436694,-8
-3.915,-9.546,-3.915,-9.585,32.9641706030257,-6.78092286575412,28.4391266688751,15.2273340721794,9.54631972217667,-219.422295092954,-7565.4991,2,0.911426144163247,5452.22160219713,12544.8628910483,16943.5952860355,0.321786581310209,0.740389668147201,5.31882891015254,0.000135795960283,0.946812228527224,0.330435178718484,0.107147349048473,-8.5
-4.006,-9.522,-4.006,-9.694,35.84322553207,7.58467609871579,29.0016507735916,-19.6497775414134,9.52175220326355,-227.04059353593,-7565.6555,2,0.926051964861905,4745.19977621174,12135.4976875403,15905.9499922963,0.298328598952592,0.762953340945866,5.15227281570883,0.00016078424027,0.954463224564982,0.359816912856946,0.118870434972363,-8.4
-3.726,-10.707,-3.726,-10.932,30.6883139566751,-14.4534180938233,19.607359278428,-18.666086387758,10.7074228012502,-234.310222532629,-7565.868,3,1.05672605532048,6015.23680407744,6293.2374114651,11113.8712999051,0.541236859934559,0.566250700736372,4.35477315704563,9.41360613355302E-05,0.840870181091099,0.179771438616672,0.192594987436646,-8.9
-3.977,-9.663,-3.977,-9.826,41.3615133755301,-12.2174889064837,-31.0104329117647,24.4920559398153,9.66329743215076,-226.116008232231,-7565.4774,2,1.13828432258803,5030.27116517133,9035.55215894184,12672.4854998356,0.396944322030321,0.713005523585649,4.64903868327351,0.000141742959807,0.917842690883295,0.245260716490323,0.201555403757618,-9.7
-4.053,-9.609,-4.053,-9.413,42.1326220537944,1.00170498374783,38.8021781003243,-16.387354970346,9.41302610418745,-220.297791072109,-7565.5321,3,0.990709069405381,4961.97640247383,12326.2975595089,15898.8206035843,0.312097137655303,0.775296348505875,5.18364154686737,0.000156247488021,0.950050196919808,0.33886607375166,0.146551653575391,-8.9
-4.08,-9.486,-4.08,-9.733,43.9476998548201,-3.57249077075802,33.505101641857,-28.2142835491358,9.48554075432477,-224.282514758437,-7565.4175,2,0,0,0,0,0,0,0,0,0,0,0,-8.6
-4.056,-9.751,-4.056,-10.048,30.7603443064403,-11.7235791449045,21.0765892187919,-19.0927698563152,9.75097403114306,-229.242129393271,-7565.5454,0,0.951682183227592,5146.1126868904,8222.18378474999,12505.2910774855,0.411514826404597,0.657496393630788,4.58071638131802,0.000127765642464,0.911403065415733,0.244874575682578,0.144434934760991,-7.6
-2.324,-10.189,-2.324,-10.348,15.4225629291662,13.162233480482,-1.06931181233252,7.96665735157334,10.1887307973544,-261.593813851039,-7566.6233,0,0.900233435417218,5615.69770191225,6952.9432800162,11549.352646747,0.486234845681499,0.602020173137111,4.42257967391592,0.000107203094805,0.873828172380068,0.199847696184547,0.140619114407315,-9.1
-3.869,-11.567,-3.933,-10.58,7.61938175216698,-0.703907907372602,-4.12089992632087,-6.37006088985357,10.5804084136565,-211.508286746422,-7564.8837,1,0.842197257852072,4806.47625366857,9313.05110857351,13408.4767942213,0.358465493689785,0.694564434983933,4.7171920171263,0.000144505953702,0.933542976961285,0.293157717332026,0.101241847754642,-8.6
-4.003,-9.555,-4.003,-9.694,35.3642547627478,-13.9104777861302,30.6328774428314,-10.8975200049635,9.55461182033196,-225.652408480673,-7565.5118,1,1.08875302239743,5334.76524414939,7036.98569829495,10958.0941084513,0.486833311646323,0.642172409604311,4.34616562809814,0.000120375008124,0.873494892183964,0.183340633704397,0.203599701611634,-7.6
-2.602,-11.101,-2.532,-10.951,11.2114164140692,-5.36299848061533,-0.139998159993109,9.8445165357054,10.9506206312005,-279.436055271654,-7567.4019,3,0.839691087478252,5782.10036729695,13061.0921491203,18226.7049746753,0.317232345359776,0.716590967334345,5.47849208061555,0.000123932640704,0.948347847078031,0.341346725866239,0.081776777536142,-9.1
